source_department,source_id,business_key,name,address,pincode,pan,gstin,owner_name,nic_code,industry_sector,city,inspection_dates,event_history,closure_date,name_norm,address_norm,pincode_prefix,name_phonetic,ubid,link_confidence,veto_applied,veto_reason
shops,sho_78,BIZ-00078,M/s Vijaya Lodging 78 Enterprises,"No 78, Main Road, Industrial Area, Mangaluru",560078,,29ABCDE0078F1Z7,Owner 78,5510,Lodging,Mangaluru,2023-01-02|2023-03-30|2023-07-01|2023-09-29|2023-12-28,inspection:2023-01-02|inspection:2023-03-30|inspection:2023-07-01|inspection:2023-09-29|inspection:2023-12-28|renewal:2024-04-20|renewal:2025-04-05|renewal:2026-04-25,,m s vijaya lodging 78,no 78 main road industrial area mangaluru,560,M212-M S FJY LJNK ,UBID-000159,0.5,False,
factories,fac_78,BIZ-00078,Sri Vijaya Lodging 78,"No 78, Main Road, Industrial Area, Mangaluru",560078,,,Owner 78,5510,Lodging,Mangaluru,2023-01-01|2023-04-01|2023-06-30|2023-09-28|2023-12-27,inspection:2023-01-01|inspection:2023-04-01|inspection:2023-06-30|inspection:2023-09-28|inspection:2023-12-27|renewal:2024-04-10|renewal:2025-04-25|renewal:2026-04-08,,vijaya lodging 78,no 78 main road industrial area mangaluru,560,V243-FJY LJNK ,UBID-000160,0.5,False,
pollution,pol_78,BIZ-00078,Shri Vijaya Lodging 78 Enterprises,"No 78, Main Road, Industrial Area, Mangaluru",560078,ABCDE0078F,,Owner 78,5510,Lodging,Mangaluru,2023-01-03|2023-04-03|2023-07-02|2023-09-23|2023-12-29,inspection:2023-01-03|inspection:2023-04-03|inspection:2023-07-02|inspection:2023-09-23|inspection:2023-12-29|filing:2026-05-05,,vijaya lodging 78,no 78 main road industrial area mangaluru,560,V243-FJY LJNK ,UBID-000161,1.0,False,
electricity,ele_78,BIZ-00078,Vijaya Lodging 78 Traders,"No 78, Main Road, Industrial Area, Mangaluru",560078,ABCDE0078F,29ABCDE0078F1Z7,Owner 78,5510,Lodging,Mangaluru,2023-01-13|2023-04-04|2023-07-03|2023-10-01|2023-12-30,inspection:2023-01-13|inspection:2023-04-04|inspection:2023-07-03|inspection:2023-10-01|inspection:2023-12-30|electricity_bill:2025-11-02|electricity_bill:2025-12-04|electricity_bill:2026-01-04|electricity_bill:2026-01-30|electricity_bill:2026-03-01|electricity_bill:2026-04-03|electricity_bill:2026-05-01,,vijaya lodging 78,no 78 main road industrial area mangaluru,560,V243-FJY LJNK ,UBID-000161,1.0,False,
electricity,ele_78_dup,BIZ-00078,Vijyaa Lodging 78 Traders,"78 Main Rd, Ind Area, Mangaluru",560078,ABCDE0078F,29ABCDE0078F1Z7,Owner 78,5510,Lodging,Mangaluru,2023-01-13|2023-04-04|2023-07-03|2023-10-01|2023-12-30,inspection:2023-01-13|inspection:2023-04-04|inspection:2023-07-03|inspection:2023-10-01|inspection:2023-12-30|electricity_bill:2025-11-02|electricity_bill:2025-12-04|electricity_bill:2026-01-04|electricity_bill:2026-01-30|electricity_bill:2026-03-01|electricity_bill:2026-04-03|electricity_bill:2026-05-01,,vijyaa lodging 78,78 main rd ind area mangaluru,560,V243-FJY LJNK ,UBID-000161,1.0,False,
shops,sho_79,BIZ-00079,Aditya Restaurant 79,"Door 79, Industrial Area, Belagavi",560079,ABCDE0079F,29ABCDE0079F1Z8,Owner 79,5610,Restaurant,Belagavi,2023-01-24|2023-04-24|2023-07-23|2023-10-21|2024-01-16|2024-04-11,inspection:2023-01-24|inspection:2023-04-24|inspection:2023-07-23|inspection:2023-10-21|inspection:2024-01-16|renewal:2024-04-06|inspection:2024-04-11|renewal:2025-04-23,,aditya restaurant 79,door 79 industrial area belagavi,560,A336-ATTY RSTRNT ,UBID-000162,1.0,False,
factories,fac_79,BIZ-00079,SriA ditya Restaurant 79 Traders,"79 Main Rd, Ind Area, Belagavi",560079,ABCDE0079F,29ABCDE0079F1Z8,Owner 79,5610,Restaurant,Belagavi,2023-01-23|2023-04-23|2023-07-22|2023-10-29|2024-01-18|2024-04-17,inspection:2023-01-23|inspection:2023-04-23|inspection:2023-07-22|inspection:2023-10-29|inspection:2024-01-18|inspection:2024-04-17|renewal:2025-04-09,,sria ditya restaurant 79,79 main rd ind area belagavi,560,S633-SR TTY RSTRNT ,UBID-000162,1.0,False,
factories,fac_79_dup,BIZ-00079,SriA ditya Restaurant 79 Traders,"Plot 79, Main Road, Belagavi",560079,ABCDE0079F,29ABCDE0079F1Z8,Owner 79,5610,Restaurant,Belagavi,2023-01-23|2023-04-23|2023-07-22|2023-10-29|2024-01-18|2024-04-17,inspection:2023-01-23|inspection:2023-04-23|inspection:2023-07-22|inspection:2023-10-29|inspection:2024-01-18|inspection:2024-04-17|renewal:2025-04-09,,sria ditya restaurant 79,plot 79 main road belagavi,560,S633-SR TTY RSTRNT ,UBID-000162,1.0,False,
pollution,pol_79,BIZ-00079,Shri Aditya Restaurant 79 Restaurants,"79 Main Rd, Ind Area, Belagavi",560079,ABCDE0079F,29ABCDE0079F1Z8,Owner 79,5610,Restaurant,Belagavi,2023-01-25|2023-04-25|2023-07-24|2023-10-22|2024-01-20|2024-04-19,inspection:2023-01-25|inspection:2023-04-25|inspection:2023-07-24|inspection:2023-10-22|inspection:2024-01-20|inspection:2024-04-19|filing:2026-05-05,,aditya restaurant 79 restaurants,79 main rd ind area belagavi,560,A336-ATTY RSTRNT RSTRNTS,UBID-000162,1.0,False,
electricity,ele_79,BIZ-00079,Shri Aditya Restaurant 79 Enterprises,"No 79, Main Road, Industrial Area, Belagavi",560079,ABCDE0079F,29ABCDE0079F1Z8,Owner 79,5610,Restaurant,Belagavi,2023-01-26|2023-04-26|2023-08-03|2023-10-23|2024-01-21|2024-04-13,inspection:2023-01-26|inspection:2023-04-26|inspection:2023-08-03|inspection:2023-10-23|inspection:2024-01-21|inspection:2024-04-13|electricity_bill:2025-06-07|electricity_bill:2025-07-04|electricity_bill:2025-08-06|electricity_bill:2025-09-05|electricity_bill:2025-10-03|electricity_bill:2025-11-02|electricity_bill:2025-12-06|electricity_bill:2026-01-02|electricity_bill:2026-01-30|electricity_bill:2026-03-03|electricity_bill:2026-04-05|electricity_bill:2026-05-04,,aditya restaurant 79,no 79 main road industrial area belagavi,560,A336-ATTY RSTRNT ,UBID-000162,1.0,False,
shops,sho_80,BIZ-00080,Sri Pragathi Bakery 80 Bakerys,"No 80, Main Road, Industrial Area, Bengaluru",560000,ABCDE0080F,29ABCDE0080F1Z9,Owner 80,1071,Bakery,Bengaluru,2023-01-18|2023-04-25|2023-07-24,inspection:2023-01-18|inspection:2023-04-25|inspection:2023-07-24|renewal:2024-04-13|renewal:2025-04-21|renewal:2026-04-16,,pragathi bakery 80 bakerys,no 80 main road industrial area bengaluru,560,P623-PRK0 BKR BKRS,UBID-000163,0.5,False,
factories,fac_80,BIZ-00080,M/s Pragathi Bakery 80,"No 80, Main Road, Industrial Area, Bengaluru",560000,ABCDE0080F,,Owner 80,1071,Bakery,Bengaluru,2023-01-24|2023-04-24|2023-07-23,inspection:2023-01-24|inspection:2023-04-24|inspection:2023-07-23|renewal:2024-04-10|renewal:2025-04-27|renewal:2026-04-01,,m s pragathi bakery 80,no 80 main road industrial area bengaluru,560,M216-M S PRK0 BKR ,UBID-000164,0.5,False,
factories,fac_80_dup,BIZ-00080,M/ sPragathi Bakery 80,"80 Main Rd, Ind Area, Bengaluru",560000,ABCDE0080F,,Owner 80,1071,Bakery,Bengaluru,2023-01-24|2023-04-24|2023-07-23,inspection:2023-01-24|inspection:2023-04-24|inspection:2023-07-23|renewal:2024-04-10|renewal:2025-04-27|renewal:2026-04-01,,m spragathi bakery 80,80 main rd ind area bengaluru,560,M216-M SPRK0 BKR ,UBID-000165,0.5,False,
pollution,pol_80,BIZ-00080,M/s Pragathi Bakery 80 Bakerys,"No 80, Main Road, Industrial Area, Bengaluru",560000,,,Owner 80,1071,Bakery,Bengaluru,2023-01-26|2023-04-26|2023-07-25,inspection:2023-01-26|inspection:2023-04-26|inspection:2023-07-25|filing:2026-05-05,,m s pragathi bakery 80 bakerys,no 80 main road industrial area bengaluru,560,M216-M S PRK0 BKR BKRS,UBID-000166,0.5,False,
electricity,ele_80,BIZ-00080,Pragathi Bakery 80 Pvt Ltd,"No 80, Main Road, Industrial Area, Bengaluru",560000,ABCDE0080F,,Owner 80,1071,Bakery,Bengaluru,2023-01-20|2023-04-27|2023-07-26,inspection:2023-01-20|inspection:2023-04-27|inspection:2023-07-26|electricity_bill:2025-12-02|electricity_bill:2026-01-02|electricity_bill:2026-02-04|electricity_bill:2026-03-06|electricity_bill:2026-04-05|electricity_bill:2026-05-01,,pragathi bakery 80,no 80 main road industrial area bengaluru,560,P623-PRK0 BKR ,UBID-000167,0.5,False,
